preu_actual,preu_original,descompte,titol,enllaç,descripcio,agent_nom,parking,tags,habs,metres2
670.000€,695.000 €,4%,"Pis a Gran Via de les Corts Catalanes, Sant Antoni, Barcelona",https://www.idealista.com/ca/inmueble/105422641/,"Impressionant i ampli pis per reformar en una elegant Finca Regia, ubicat a la Dreta de l'Eixample. Aquest espaiós pis està distribuït en sis habitacions, dos banys, oferint un ampli espai per viure i rebre convidats. Els sostres d'escaiola i els terres hidràulics aporten un toc senyorial i sofisticat que et farà sentir en un entorn distingit. La calefacció centralitzada a gas garanteix una temperatura agradable en tot moment. El saló menjador de 25 m² és un espai acollidor i lluminós, amb sortida a un balcó que ofereix vistes als tranquils p",Lasose Real Estate s.l.,No indicat,,5,147
1.480.000€,,0%,"Àtic a carrer de Caballero, Les Corts, Barcelona",https://www.idealista.com/ca/inmueble/106424824/,"Meravellós i ampli àtic amb enorme terrassa solàrium. Espectacular àtic de 208 m2 en planta principal i 208 m2 de terrassa d'ús privatiu a la planta superior, que inclouen un tancament consolidat de 50 m2. Es situa al centre del barri de Les Corts, una ubicació estratègica amb fàcil accés a l'Eixample, la zona alta de Barcelona i l'estació de Sants. Un gran rebedor ens dóna la benvinguda i ens condueix a l'àmplia i lluminosa zona de dia, ubicada a la zona central de l'àtic. És un saló-menjador amb 2 finestrals que tenen sortida a un balcó all",Bcn Advisors,Pàrking opc. 110 €,,5,312
450.000€,,0%,"Pis a carrer de Tamarit, Sant Antoni, Barcelona",https://www.idealista.com/ca/inmueble/106288299/,"Comercialitzem habitatge en edifici amb ascensor de 1.900 rehabilitat. El pis disposa actualment de 4 habitacions i un despatx, encara que és un immoble preparat per a la seva rehabilitació ja que disposa a l'origen sòls hidràulics i sostres amb volta catalana. Segon pis d'alçada real, amb sortida tant al carrer Tamarit amb 2 balcons, com a pati d'illa a la zona interior. Façana totalment rehabilitada amb elements originals. Amplis passadissos, sostres alts i espaiosos. Situat al centre de Barcelona, a Eixample (Sant Antoni) molt a prop de tot",Chrysol Value Real Estate,No indicat,,4,97
690.000€,,0%,"Pis a plaça Tetuan, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106374900/,"Formidable i tranquil pis amb gran terrassa al costat del Passeig Sant Joan. Aquest meravellós pis t'ofereix una magnífica i tranquil·la terrassa de 150 m2 per gaudir a l'aire lliure d'animades reunions, menjars, jocs o simplement relaxar-te. Es situa a l'Eixample, al costat del Passeig Sant Joan, envoltat de nombrosos comerços, serveis, restaurants i opcions de transport públic. L'habitatge, amb 86 m2 construïts interiors, és molt tranquil, ja que dóna al pati de poma amb orientació est. Es situa a la primera planta d'un edifici amb 2 ascens",Bcn Advisors,No indicat,,3,136
699.000€,,0%,"Pis a carrer dels Mercaders, Sant Pere - Santa Caterina i la Ribera, Barcelona",https://www.idealista.com/ca/inmueble/106368788/,"Preciós pis reformat amb elements originals al cor del Born. Aquest meravellós pis de 3 habitacions es troba en ple barri del Born, a prop del Mercat de Santa Caterina i de la Via Laietana. Ha estat reformat mantenint l'encant dels seus elements originals i afegint el confort d'avui en dia. L'immoble té 131 m2 i 12 m2 d'elements comuns segons Cadastre. Va ser reformat el 2022. Està a la segona planta real d'un edifici històric de 1850, que va ser restaurat i té ascensor. Només hi ha 8 veïns a la finca. L'ampli saló és lluminós i acollidor, a",Bcn Advisors,No indicat,,3,143
349.000€,365.000 €,4%,"Pis a carrer de Galileu, s/n, Les Corts, Barcelona",https://www.idealista.com/ca/inmueble/105065469/,"GALILEU 92 Habitatge a estrenar de 73m2. Disposa de 3 habitacions: dues individuals i una doble amb vestidor. Al seu torn, disposa de dos banys complets, un en suite. Es lliura amb armaris encastats. Aire condicionat per conductes. Ubicat a la segona planta real sense ascensor d'un edifici de 8 veïns. Sobre l'habitatge es troba una terrassa comunitària de 160m2. El pis compta amb llum natural tot el dia ja que és orientació sud. També entra llum per la claraboia de l'escala NO ES POT MUNTAR ASCENSOR.",Cupsal Traders S.L. - Aicat 10532,No indicat,,3,73
1.700.000€,,0%,"Pis a carrer de Ferran Agulló, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/106425776/,"EXCEL·LENT PIS AL TURÓ PARK En una elegant finca clàssica i en una ubicació privilegiada, trobem aquesta propietat de 235 m², amb vistes al carrer i al gran pati d'illa. L’habitatge disposa d’una distribució racional, diferenciant clarament la zona de dia de la zona de nit. La zona de dia consta de rebedor, un ampli, lluminós i assolellat saló menjador, una generosa cuina office amb zona d’aigües i una habitació amb bany de servei. La zona de nit compta amb una zona oberta de despatx que podria ser una habitació, i quatre habitacions, una d'e",aProperties Real Estate Barcelona,No indicat,Luxe,5,235
735.000€,,0%,"Pis a carrer de Pallars, El Poblenou, Barcelona",https://www.idealista.com/ca/inmueble/105005289/,"Disposem de diversos pisos en venda en aquest edifici originari de 1936 i completament renovat, compta amb ascensor i videoporter. A més, ofereix un jardí comunitari per gaudir de l´agradable clima de Barcelona durant tot l´any. Situat en una ubicació excepcional, combina l'essència dels serveis locals tradicionals amb l'última tecnologia i galeries d'art en un entorn industrial. La zona és molt tranquil·la i permet un fàcil accés a les principals platges de Barcelona. Cada habitatge presenta un disseny modern i funcional, amb espais amplis i o",Chrysol Value Real Estate,Pàrking opc. 48.000 €,,2,86
750.000€,,0%,"Pis a carrer d'Aribau, L'Antiga Esquerra de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106373932/,"GuinotPrunera presenta pis en venda en quarta altura de bonica finca règia de 1910 al carrer Aribau, proper a la Diagonal. Els seus 140m² útils ofereixen una distribució clàssica de pis regi. Saló menjador molt lluminós amb vistes a pati d'illa ampli molt assolellat, cuina a continuació, independent i ventilant a pati de finca. Les habitacions són cinc i comparteixen dues completes cambres de bany. Destaquem el modernisme de la finca, els terres hidràulics en molt bon estat de conservació i sostres alts artesonats. Finca a dos vents orientant",GuinotPrunera-somos ALTHENA,No indicat,,5,140
459.000€,,0%,"Àtic a carrer de Lepant, La Sagrada Família, Barcelona",https://www.idealista.com/ca/inmueble/104957383/,"Descobreix aquest àtic exclusiu en venda al desitjat Baix Guinardó! Aquesta joia immobiliària ofereix unes vistes increïbles i úniques de tota Barcelona des de la seva àmplia terrassa, ideal per gaudir d'alba i postes de sol d'ensomni. Amb una superfície construïda de 70 m² i 61 m² útils, aquest immoble disposa d'un saló menjador lluminós amb accés directe a la terrassa, perfecte per a moments de relax i reunions. L'àtic compta amb tres habitacions: dues dobles i una individual de gran grandària, proporcionant-li espai i confort. Dues de les",Gaudi house,No indicat,,2,70
1.550.000€,,0%,"Pis a carrer de Ganduxer, Sant Gervasi - La Bonanova, Barcelona",https://www.idealista.com/ca/inmueble/106503275/,"Guinot Prunera presenta exclusiu habitatge en tercera alçada en bonica finca d'obra vista al costat de Bonanova. Els seus 223m ² ofereixen gran rebedor amb armaris de cortesia que dóna pas a generosíssim saló menjador en tres ambients. La terrassa, a nivell del saló, és molt gaudible i lluminosa. Des del menjador, accés directe a office i cuina àmplia a continuació. Gran safareig exterior i habitació de servei amb bany en suite completen la zona que dóna servei a la vivenda. Zona nit completament diferenciada amb gran màster suite exterior amb",GuinotPrunera-somos ALTHENA,Pàrking inclòs,Luxe,6,223
1.300.000€,,0%,"Pis a carrer de Pau Claris, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/105012376/,"PAU CLARIS Aquesta propietat fantàstica, ubicada a la tercera planta real d'una finca règia al Quadrat d'Or, actualment està dividida físicament en tres espais amb entrades independents a través d'un ampli distribuïdor. Dos dels espais són interiors i donen a un pati d´illa molt tranquil i l´altre espai és exterior el qual gaudeix de boniques vistes i dos balcons íntegrament. La propietat té sis habitacions, tres banys. una galeria interior i dos balcons a carrer. Preserva elements originals de gran valor com els terres de noia, motllures de so",GuinotPrunera-somos ALTHENA,No indicat,,6,207
2.900.000€,,0%,"Àtic a carrer de Provença, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106415928/,"Aquesta impressionant residència de luxe destaca des del primer moment pel seu ampli i lluminós espai de dia, dissenyat per maximitzar el confort i l'estil. En accedir-hi, el primer que sorprèn és el saló-menjador de més de 55 m², un espai obert que es fusiona a la perfecció amb la cuina italiana Modulnova, totalment equipada amb electrodomèstics d'última generació. Aquest espai, banyat per la llum natural gràcies als seus tres balcons que donen al carrer, ofereix un entorn ideal per relaxar-se o rebre convidats, amb una atmosfera sofisticada i",BARNES España,No indicat,"Lluminós, Luxe",4,250
2.600.000€,,0%,"Pis a avinguda Diagonal, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106412674/,"Aquest exclusiu àtic de 226 m², situat en un majestuós edifici modernista de 1928 a l’Avinguda Diagonal, ofereix vistes clares tant a l’avinguda com a les muntanyes. Dissenyat per Joan Guma Cuevas, l’edifici és un rar exemple d’arquitectura eclèctica, amb tribunes de cos sencer, mosaics florals en ceràmica i balcons que complementen el seu encant històric. Amb doble accés des de Diagonal i el carrer París, aquesta residència combina la bellesa clàssica amb la comoditat urbana i una lluminositat excepcional. A l’interior, el disseny és ampli i",BARNES España,No indicat,Luxe,3,226
660.000€,680.000 €,3%,"Pis a Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106332614/,"Una casa us ofereix aquest assolellat pis en finca senyorial a la ”Dreta de l'Eixample"". La propietat està distribuïda en saló menjador amb sortida a balcó, cuina office amb accés a galeria, sis habitacions: tres dobles (dues d'elles amb sortida al balcó), tres individuals, un bany complet i un lavabo (amb possibilitat de fer un segon bany complet). L'habitatge està per reformar amb moltes possibilitats i alternatives diferents. Molt assolellat degut a la seva orientació Est-Oest. Disposa de tres balcons i sostres alts amb motllures d'època",A-HOUSE REAL ESTATE,No indicat,,6,167
470.000€,,0%,"Pis a carrer de Girona, 132, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106290587/,"Descobreix el teu nou habitatge al cor de Barcelona! Aquest encantador pis, situat a la intersecció dels carrers Girona i Mallorca, t'ofereix una oportunitat única de viure a un pas de l'icònic Passeig de Gràcia. Situat en una finca modernista de 1917, en perfectes condicions, sense derramas previstes i amb la inspecció tècnica de l'edifici (ITE) favorable. Amb una superfície de 91 m² útils, el pis disposa de tres dormitoris, incloent-hi una acollidora habitació de matrimoni en planta altell de 15 m². La cuina és àmplia, amb espai per a una t",BLAUNEX,No indicat,,3,119
880.000€,,0%,"Pis a passeig de Colom, El Gòtic, Barcelona",https://www.idealista.com/ca/inmueble/106391156/,"Savills presenta este piso en Casa Condeminas, una joya arquitectónica modernista situada en el corazón de la ciudad. Este edificio histórico ha sido cuidadosamente restaurado, conservando detalles únicos como el hierro forjado y las vidrieras artísticas. En la tercera planta real, encontramos este elegante y moderno piso de 91 m², con un salón-comedor de concepto abierto conectado a una cocina de alta gama con una gran isla central. Este espacio es ideal para reuniones familiares y para recibir a los amigos, y cuenta con un balcón francés. La",Savills Residencial,No indicat,,2,104
470.000€,,0%,"Pis a carrer de Bailèn, La Dreta de l'Eixample, Barcelona",https://www.idealista.com/ca/inmueble/106412650/,"Savills presenta aquest elegant pis en venda situat al prestigiós barri Dreta de l'Eixample. Es troba en una finca original de 1900 que destaca per la seva arquitectura clàssica i detalls històrics que aporten un caràcter distintiu i encant especial a la propietat. La propietat totalment reformada, consta de 2 habitacions, un vestidor, saló, cuina-menjador, un bany complet amb plat de dutxa, i un lavabo per a convidats. Compta amb calefacció per bomba de calor, aire condicionat, càmeres de seguretat, alarma. Finestres balconeres al saló i el",Savills Residencial,No indicat,,2,74
1.290.000€,1.360.000 €,5%,"Pis a carrer de Modolell, Sant Gervasi - Galvany, Barcelona",https://www.idealista.com/ca/inmueble/105465311/,"EN EXCLUSIVA. Per fi pots deixar de buscar, perquè aquesta increïble propietat té tot el que necessites, perquè no hagis de deixar res de banda. Ubicat en una de les millors zones de Barcelona, excel·lentment comunicat, però alhora en un carrer tranquil sense soroll de cotxes. Un pis alt i amb vistes desimpedides el que ens ofereix una sensació molt agradable des de totes les seves estades, ja que és totalment exterior, a excepció de tan sols una habitació, que encara així és molt lluminosa. Ubicat en majestuosa finca amb conserge i amb plaça",EXCELLENCE REAL ESTATE CIRCLE,Pàrking inclòs,,5,227
1.150.000€,,0%,"Xalet adossat a carrer de Bertran, El Putxet i el Farró, Barcelona",https://www.idealista.com/ca/inmueble/106059579/,"Magnifica casa adossada d'obra vista de 288 m2 construïts al costat del parc del Turó del Putxet, una zona molt tranquil·la i familiar. El programa de distribució es resumeix en 3 habitacions dobles, 1 individual i 4 banys. Aquesta casa de 4 plantes compta amb la distribució següent: Planta soterrani: Trobem en aquest nivell una zona annexa a l'habitatge amb celler, traster i un bany complet amb una superfície construïda de 37 m2 a la qual es pot accedir directament des del garatge i amb accés també a l'habitatge. Planta baixa: En aquesta pl",Withfor,Pàrking inclòs,,4,363
